410,800,1
411,800,1
412,800,1
413,800,1
414,800,1
415,800,1
416,800,1
417,800,1
418,800,1
419,800,1
420,800,1
421,800,1
422,800,1
423,800,1
424,800,1
425,800,1
426,800,1
427,800,1
428,800,1
429,800,1
430,800,1
431,800,1
432,800,1
433,800,1
434,800,1
435,800,1
436,800,1
437,800,1
438,800,1
439,800,1
440,800,1
441,800,1
442,800,1
443,800,1
444,800,1
445,800,1
446,800,1
447,800,1
448,800,1
449,800,1
450,800,1
451,800,1
452,800,1
453,800,1
454,800,1
455,800,1
456,800,1
457,800,1
458,800,1
459,800,1
460,800,1
461,800,1
462,800,1
463,800,1
464,800,1
465,800,1
466,800,1
467,800,1
468,800,1
469,810,1
470,810,1
471,810,1
472,810,1
473,810,1
474,810,1
475,810,1
476,810,1
477,810,1
478,810,1
479,810,1
480,810,1
481,810,1
482,810,1
483,820,1
484,820,1
485,820,1
486,820,1
487,820,1
488,820,1
489,820,1
490,820,1
491,820,1
492,830,1
493,830,1
494,830,1
495,830,1
496,840,1
497,840,1
498,840,1
499,840,1
500,840,1
501,840,1
502,850,1
503,850,1
504,850,1
505,850,1
506,850,1
507,850,1
508,860,1
509,860,1
510,860,1
511,860,1
512,870,1
513,870,1
514,870,1
515,870,1
516,880,1
517,880,1
518,890,1
519,890,1
520,900,1
521,900,1
522,920,1
523,920,1
524,930,1
525,930,1
526,940,1
527,940,1
528,960,1
529,960,1
530,970,1
531,970,1
532,980,1
533,980,1
534,1000,1
535,1000,1
536,1000,1
537,1000,1
538,1000,1
539,1000,1
540,1010,1
541,1010,1
542,1010,1
543,1010,1
544,1020,1
545,1020,1
546,1030,1
547,1030,1
548,1040,1
549,1040,1
550,1040,1
551,1040,1
552,1050,1
553,1050,1
554,1060,1
555,1060,1
556,1070,1
557,1070,1
558,1080,1
559,1080,1
560,1080,1
561,1080,1
562,1090,1
563,1090,1
564,1090,1
565,1090,1
566,1100,1
567,1100,1
568,1100,1
569,1100,1
570,1110,1
571,1110,1
572,1120,1
573,1120,1
574,1130,1
575,1130,1
576,1130,1
577,1130,1
578,1140,1
579,1140,1
580,1150,1
581,1150,1
582,1150,1
583,1150,1
584,1160,1
585,1160,1
586,1160,1
587,1160,1
588,1170,1
589,1170,1
590,1170,1
591,1170,1
592,1170,1
593,1170,1
594,1170,1
595,1170,1
596,1170,1
597,1170,1
598,1170,1
599,1170,1
600,1180,1
601,1180,1
602,1180,1
603,1180,1
604,1180,1
605,1180,1
606,1180,1
607,1180,1
608,1180,1
609,1180,1
610,1180,1
611,1180,1
612,1180,1
613,1180,1
614,1180,1
615,1180,1
616,1180,1
617,1180,1
618,1180,1
619,1180,1
620,1180,1
621,1180,1
622,1180,1
623,1180,1
624,1180,1
625,1180,1
626,1180,1
627,1180,1
628,1180,1
629,1180,1
630,1180,1
631,1180,1
632,1180,1
633,1180,1
634,1180,1
635,1180,1
636,1180,1
637,1180,1
638,1180,1
639,1180,1
640,1180,1
641,1180,1
642,1180,1
643,1180,1
644,1180,1
645,1180,1
646,1180,1
647,1180,1
648,1180,1
649,1180,1
650,1180,1
651,1180,1
652,1180,1
653,1180,1
654,1180,1
655,1180,1
656,1180,1
657,1180,1
658,1180,1
659,1180,1
660,1180,1
661,1180,1
662,1180,1
663,1180,1
664,1180,1
665,1170,1
666,1170,1
667,1170,1
668,1170,1
669,1170,1
670,1170,1
671,1170,1
672,1170,1
673,1170,1
674,1170,1
675,1170,1
676,1170,1
677,1170,1
678,1170,1
679,1160,1
680,1160,1
681,1160,1
682,1160,1
683,1160,1
685,1160,1
686,1160,1
687,1160,1
688,1160,1
689,1160,1
690,1160,1
691,1160,1
692,1150,1
693,1150,1
694,1150,1
695,1150,1
696,1150,1
697,1150,1
698,1150,1
699,1150,1
700,1150,1
701,1150,1
702,1150,1
703,1150,1
704,1140,1
705,1140,1
706,1140,1
707,1140,1
708,1140,1
709,1140,1
710,1140,1
711,1140,1
712,1130,1
713,1130,1
714,1130,1
715,1130,1
716,1130,1
717,1130,1
718,1130,1
719,1130,1
720,1130,1
721,1130,1
722,1130,1
723,1130,1
724,1130,1
725,1130,1
726,1130,1
727,1120,1
728,1120,1
729,1120,1
730,1120,1
731,1120,1
732,1120,1
733,1120,1
734,1120,1
735,1120,1
736,1120,1
737,1120,1
738,1120,1
739,1120,1
740,1120,1
741,1120,1
742,1120,1
743,1120,1
744,1120,1
745,1110,1
746,1110,1
747,1110,1
748,1110,1
749,1110,1
750,1110,1
751,1110,1
752,1110,1
753,1110,1
754,1110,1
755,1110,1
756,1110,1
757,1110,1
758,1110,1
759,1110,1
760,1110,1
761,1110,1
762,1110,1
763,1100,1
764,1100,1
765,1100,1
766,1100,1
767,1100,1
768,1100,1
769,1100,1
770,1100,1
771,1100,1
772,1100,1
773,1100,1
774,1100,1
775,1090,1
776,1090,1
777,1090,1
778,1090,1
779,1090,1
780,1090,1
781,1090,1
782,1090,1
783,1090,1
784,1090,1
785,1090,1
786,1090,1
787,1080,1
788,1080,1
789,1080,1
790,1080,1
791,1080,1
792,1080,1
793,1080,1
794,1080,1
795,1080,1
796,1080,1
797,1080,1
798,1080,1
799,1070,1
800,1070,1
801,1070,1
802,1070,1
803,1070,1
804,1070,1
805,1070,1
806,1070,1
807,1060,1
808,1060,1
809,1060,1
810,1060,1
811,1060,1
812,1060,1
813,1060,1
814,1060,1
815,1060,1
816,1060,1
817,1060,1
818,1060,1
819,1050,1
820,1050,1
821,1050,1
822,1050,1
823,1050,1
824,1050,1
825,1050,1
826,1050,1
827,1050,1
828,1050,1
829,1050,1
830,1050,1
831,1040,1
832,1040,1
833,1040,1
834,1040,1
835,1040,1
836,1040,1
837,1040,1
838,1040,1
839,1040,1
840,1040,1
841,1040,1
842,1040,1
843,1040,1
844,1030,1
845,1030,1
846,1030,1
847,1030,1
848,1030,1
849,1030,1
850,1030,1
851,1030,1
852,1030,1
853,1030,1
854,1030,1
855,1030,1
856,1030,1
857,1030,1
858,1030,1
859,1030,1
860,1030,1
861,1030,1
862,1020,1
863,1020,1
864,1020,1
865,1020,1
866,1020,1
867,1020,1
868,1020,1
869,1020,1
870,1020,1
871,1020,1
872,1020,1
873,1020,1
874,1020,1
875,1020,1
876,1020,1
877,1020,1
878,1010,1
879,1010,1
880,1010,1
881,1010,1
882,1010,1
883,1010,1
884,1010,1
885,1010,1
886,1010,1
887,1010,1
888,1010,1
889,1010,1
890,1010,1
891,1010,1
892,1010,1
893,1010,1
894,1000,1
895,1000,1
896,1000,1
897,1000,1
898,1000,1
899,1000,1
900,1000,1
901,1000,1
902,1000,1
903,1000,1
904,1000,1
905,1000,1
906,1000,1
907,1000,1
908,1000,1
909,1000,1
910,1000,1
911,1000,1
912,1000,1
913,1000,1
914,1000,1
915,1000,1
916,990,1
917,990,1
918,990,1
919,990,1
